RowNo	Month	RBD	threshold_RQ	threshold_SumRQ	threshold_SumSumRQ	P(#SumSumRQ_level=0)	P(#SumSumRQ_level=1)	P(#SumSumRQ_level=2)	P(#SumSumRQ_level=3)	P(#SumSumRQ_level=4)	P(#SumSumRQ_exceeds=0)	P(#SumSumRQ_exceeds=1)	P(#Any_SumRQ_exceeds=0)	P(#Any_SumRQ_exceeds=1)	P(#Any_RQ_exceeds=0)	P(#Any_RQ_exceeds=1)	P(#Group_fungi_1.SumRQ_level=0)	P(#Group_fungi_1.SumRQ_level=1)	P(#Group_fungi_1.SumRQ_level=2)	P(#Group_fungi_1.SumRQ_level=3)	P(#Group_fungi_1.SumRQ_level=4)	P(#Group_herbi_1.SumRQ_level=0)	P(#Group_herbi_1.SumRQ_level=1)	P(#Group_herbi_1.SumRQ_level=2)	P(#Group_herbi_1.SumRQ_level=3)	P(#Group_herbi_1.SumRQ_level=4)	P(#Group_insec_1.SumRQ_level=0)	P(#Group_insec_1.SumRQ_level=1)	P(#Group_insec_1.SumRQ_level=2)	P(#Group_insec_1.SumRQ_level=3)	P(#Group_insec_1.SumRQ_level=4)	P(#Group_fungi_1.SumRQ_exceeds=0)	P(#Group_fungi_1.SumRQ_exceeds=1)	P(#Group_fungi_1.Any_RQ_exceeds=0)	P(#Group_fungi_1.Any_RQ_exceeds=1)	P(#Group_herbi_1.SumRQ_exceeds=0)	P(#Group_herbi_1.SumRQ_exceeds=1)	P(#Group_herbi_1.Any_RQ_exceeds=0)	P(#Group_herbi_1.Any_RQ_exceeds=1)	P(#Group_insec_1.SumRQ_exceeds=0)	P(#Group_insec_1.SumRQ_exceeds=1)	P(#Group_insec_1.Any_RQ_exceeds=0)	P(#Group_insec_1.Any_RQ_exceeds=1)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=0)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=1)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=2)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=3)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=4)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=0)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=1)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=2)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=3)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=4)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=0)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=1)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=2)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=3)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=4)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=0)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=1)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=2)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=3)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=4)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=0)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=1)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=2)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=3)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=4)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=0)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=1)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=2)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=3)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=4)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=0)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=1)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=2)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=3)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=4)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=0)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=1)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=2)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=3)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=4)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=0)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=1)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=2)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=3)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=4)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=0)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=1)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=2)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=3)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=4)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=0)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=1)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=2)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=3)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=4)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=0)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=1)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=2)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=3)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=4)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=0)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=1)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=2)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=3)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=4)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=0)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=1)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=2)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=3)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=4)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=0)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=1)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=2)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=3)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=4)	P(#Group_fungi_1.Subst_chloro_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_chloro_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_pyracl_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_pyracl_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_tebuco_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_tebuco_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_thioph_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_thioph_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_triflo_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_triflo_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_pendim_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_pendim_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_glypho_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_glypho_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_diuron_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_diuron_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_dimete_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_dimete_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_dichlo_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_dichlo_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_dicamb_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_dicamb_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_24dich_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_24dich_1.RQ_exceeds=1)	P(#Group_insec_1.Subst_dimeto_1.RQ_exceeds=0)	P(#Group_insec_1.Subst_dimeto_1.RQ_exceeds=1)	P(#Group_insec_1.Subst_chlorp_1.RQ_exceeds=0)	P(#Group_insec_1.Subst_chlorp_1.RQ_exceeds=1)
157	1	BERHIN_RW	1	1	1	0.31	0.48	0.13	0.05	0.03	0.92	0.08	0.92	0.08	0.92	0.08	0.71	0.18	0.06	0.03	0.02	0.91	0.07	0.01	3.41E-3	5.47E-4	0.84	0.09	0.05	0.01	7.33E-3	0.94	0.06	0.94	0.06	1	3.95E-3	1	3.95E-3	0.98	0.02	0.98	0.02	0.78	0.12	0.05	0.03	0.02	0.96	0.02	9.11E-3	1.47E-3	1.52E-3	0.99	3.52E-3	1.28E-3	2.39E-4	0	1	1.35E-3	2.75E-4	0	0	1	0	0	0	0	0.95	0.03	0.01	3.41E-3	5.47E-4	1	2.26E-5	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2.21E-4	6.69E-6	0	0	1	0	0	0	0	1	7.83E-5	9.67E-7	0	0	1	2.56E-4	2.04E-6	0	0	1	3.89E-5	3.46E-7	0	0	0.84	0.09	0.05	0.01	7.33E-3	0.95	0.05	1	2.99E-3	1	2.39E-4	1	0	1	0	1	3.95E-3	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.98	0.02
158	2	BERHIN_RW	1	1	1	0.31	0.39	0.13	0.08	0.08	0.83	0.17	0.84	0.16	0.84	0.16	0.72	0.12	0.06	0.05	0.06	0.88	0.1	0.02	3.65E-3	5.31E-4	0.84	0.03	0.07	0.04	0.02	0.89	0.11	0.89	0.11	1	4.18E-3	1	4.18E-3	0.94	0.06	0.94	0.06	0.83	0.03	0.04	0.04	0.06	0.95	0.03	0.01	1.98E-3	2.09E-3	0.97	0.02	7.39E-3	1.36E-3	0	1	3.1E-3	1.26E-3	0	0	1	0	0	0	0	0.94	0.04	0.02	3.65E-3	5.31E-4	1	2.55E-4	0	0	0	1	0	0	0	0	1	0	0	0	0	0.99	8.15E-3	7.95E-4	0	0	1	0	0	0	0	1	5.77E-4	1.72E-5	0	0	1	2.05E-3	8.45E-5	0	0	1	6.37E-4	3.89E-6	0	0	0.84	0.03	0.07	0.04	0.02	0.9	0.1	1	4.07E-3	1	1.36E-3	1	0	1	0	1	4.18E-3	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.94	0.06
159	3	BERHIN_RW	1	1	1	0.59	0.41	2.48E-4	4.84E-210	0	1	4.84E-210	1	4.83E-210	1	4.83E-210	0.97	0.03	6.5E-103	4.83E-210	0	0.97	0.03	0	0	0	1	0	0	0	0	1	4.83E-210	1	4.83E-210	1	0	1	0	1	0	1	0	1	2.94E-11	1.03E-209	4.83E-210	0	1	6.47E-167	2.4E-266	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	4.83E-210	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
160	4	BERHIN_RW	1	1	1	0.18	0.39	0.19	0.11	0.13	0.76	0.24	0.77	0.23	0.77	0.23	0.56	0.19	0.1	0.07	0.08	0.79	0.14	0.05	0.02	9.81E-3	0.76	0.1	0.07	0.03	0.04	0.85	0.15	0.85	0.15	0.97	0.03	0.97	0.03	0.93	0.07	0.93	0.07	0.72	0.1	0.06	0.05	0.07	0.91	0.04	0.03	7.91E-3	0.01	0.96	0.02	0.01	8.15E-3	0	0.97	0.02	0.01	0	0	1	0	0	0	0	0.89	0.05	0.04	0.02	9.81E-3	1	4.56E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.98	0.01	3.87E-3	0	0	1	0	0	0	0	0.99	9.96E-3	1.72E-3	0	0	0.98	0.02	4.5E-3	0	0	0.99	7.65E-3	1.11E-3	0	0	0.77	0.09	0.07	0.03	0.04	0.88	0.12	0.98	0.02	0.99	8.15E-3	1	0	1	0	0.97	0.03	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.93	0.07
161	5	BERHIN_RW	1	1	1	0.22	0.42	0.17	0.09	0.1	0.81	0.19	0.81	0.19	0.82	0.18	0.67	0.12	0.07	0.05	0.08	0.77	0.14	0.05	0.02	0.01	0.79	0.12	0.06	0.02	0.01	0.87	0.13	0.87	0.13	0.97	0.03	0.97	0.03	0.97	0.03	0.97	0.03	0.84	0.03	0.03	0.04	0.07	0.9	0.04	0.03	0.01	0.01	0.95	0.02	0.01	7.31E-3	0	0.98	0.01	4.86E-3	0	0	1	0	0	0	0	0.9	0.03	0.03	0.02	0.01	0.99	5.54E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.98	0.02	6.31E-3	0	0	1	0	0	0	0	0.98	0.01	2.32E-3	0	0	0.97	0.03	7.04E-3	0	0	0.99	6.48E-3	3.07E-4	0	0	0.79	0.11	0.06	0.02	0.01	0.9	0.1	0.98	0.02	0.99	7.31E-3	1	0	1	0	0.97	0.03	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.97	0.03
162	6	BERHIN_RW	1	1	1	0.59	0.41	2.48E-4	0	0	1	0	1	0	1	0	0.97	0.03	0	0	0	0.97	0.03	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1.47E-287	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
163	7	BERHIN_RW	1	1	1	0.17	0.37	0.19	0.12	0.15	0.73	0.27	0.74	0.26	0.74	0.26	0.55	0.18	0.1	0.07	0.1	0.75	0.15	0.06	0.02	0.01	0.75	0.09	0.07	0.03	0.05	0.83	0.17	0.83	0.17	0.96	0.04	0.96	0.04	0.92	0.08	0.92	0.08	0.71	0.09	0.06	0.05	0.08	0.9	0.05	0.03	9.33E-3	0.02	0.95	0.02	0.02	0.01	0	0.98	0.01	0.01	0	0	1	0	0	0	0	0.88	0.05	0.04	0.02	0.01	0.99	8.01E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.98	0.02	6.77E-3	0	0	1	0	0	0	0	0.98	0.01	3.51E-3	0	0	0.97	0.02	8.2E-3	0	0	0.99	0.01	2.47E-3	0	0	0.76	0.08	0.07	0.03	0.05	0.87	0.13	0.97	0.03	0.99	0.01	1	0	1	0	0.96	0.04	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.92	0.08
164	8	BERHIN_RW	1	1	1	0.19	0.35	0.18	0.12	0.17	0.71	0.29	0.72	0.28	0.72	0.28	0.6	0.14	0.09	0.06	0.1	0.71	0.17	0.07	0.03	0.01	0.8	0.05	0.06	0.04	0.05	0.83	0.17	0.83	0.17	0.96	0.04	0.96	0.04	0.91	0.09	0.91	0.09	0.81	0.03	0.03	0.04	0.09	0.87	0.05	0.05	0.01	0.02	0.94	0.03	0.02	0.01	0	0.98	0.01	8.03E-3	0	0	1	0	0	0	0	0.87	0.04	0.04	0.03	0.01	0.99	0.01	0	0	0	1	0	0	0	0	1	0	0	0	0	0.96	0.03	0.01	0	0	1	0	0	0	0	0.97	0.02	5.02E-3	0	0	0.95	0.04	0.01	0	0	0.99	0.01	1.14E-3	0	0	0.82	0.04	0.06	0.04	0.05	0.87	0.13	0.97	0.03	0.99	0.01	1	0	1	0	0.96	0.04	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.91	0.09
165	9	BERHIN_RW	1	1	1	0.49	0.49	0.01	3.03E-3	1.56E-3	1	4.6E-3	1	4.58E-3	1	4.56E-3	0.87	0.11	7.74E-3	3.02E-3	1.56E-3	0.97	0.03	1.25E-6	9.37E-10	1.03E-13	0.99	0.01	2.82E-4	7.11E-7	2.37E-7	1	4.58E-3	1	4.56E-3	1	9.38E-10	1	9.37E-10	1	9.48E-7	1	9.48E-7	0.93	0.06	4.2E-3	2.04E-3	7.52E-5	0.99	5.48E-3	3.34E-3	9.67E-4	1.49E-3	1	3.65E-7	2.65E-9	8.1E-13	0	1	2.51E-9	3.64E-13	0	0	1	0	0	0	0	1	1.94E-4	1.23E-6	9.37E-10	1.03E-13	1	2.81E-12	0	0	0	1	0	0	0	0	1	0	0	0	0	1	5.23E-11	9.45E-16	0	0	1	0	0	0	0	1	5.94E-9	1.86E-13	0	0	1	1.39E-8	1.52E-16	0	0	1	2.74E-9	5.55E-14	0	0	0.99	0.01	2.82E-4	7.11E-7	2.37E-7	1	2.11E-3	1	2.45E-3	1	8.1E-13	1	0	1	0	1	9.37E-10	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	9.48E-7
166	10	BERHIN_RW	1	1	1	0.25	0.4	0.15	0.08	0.12	0.8	0.2	0.8	0.2	0.8	0.2	0.69	0.11	0.06	0.04	0.09	0.81	0.13	0.04	0.01	5.84E-3	0.79	0.09	0.07	0.03	0.03	0.87	0.13	0.87	0.13	0.98	0.02	0.98	0.02	0.95	0.05	0.95	0.05	0.83	0.03	0.03	0.04	0.08	0.93	0.04	0.02	5.62E-3	8.08E-3	0.97	0.02	8.85E-3	4.82E-3	0	0.99	7.3E-3	4.22E-3	0	0	1	0	0	0	0	0.91	0.04	0.03	0.01	5.83E-3	1	2.52E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.97	0.02	6.45E-3	0	0	1	0	0	0	0	0.99	6.78E-3	9.12E-4	0	0	0.99	0.01	2.49E-3	0	0	1	4.14E-3	4.08E-4	0	0	0.79	0.09	0.07	0.03	0.03	0.88	0.12	0.99	0.01	1	4.82E-3	1	0	1	0	0.98	0.02	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.95	0.05
167	11	BERHIN_RW	1	1	1	0.32	0.4	0.14	0.08	0.06	0.86	0.14	0.87	0.13	0.87	0.13	0.73	0.12	0.07	0.04	0.04	0.87	0.09	0.03	9.84E-3	1.39E-3	0.86	0.04	0.06	0.03	0.02	0.92	0.08	0.92	0.08	0.99	0.01	0.99	0.01	0.96	0.04	0.96	0.04	0.85	0.03	0.04	0.04	0.04	0.93	0.04	0.02	3.9E-3	3.75E-3	0.99	8.13E-3	2.63E-3	1.92E-4	0	1	2.33E-3	1.56E-4	0	0	1	0	0	0	0	0.92	0.04	0.03	9.83E-3	1.39E-3	1	7.39E-5	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2.22E-3	8.3E-5	0	0	1	0	0	0	0	1	1.98E-4	7.33E-7	0	0	1	2.32E-3	7.7E-6	0	0	1	1.34E-5	5.65E-8	0	0	0.86	0.04	0.06	0.03	0.02	0.92	0.08	0.99	7.65E-3	1	1.92E-4	1	0	1	0	0.99	0.01	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.96	0.04
168	12	BERHIN_RW	1	1	1	0.59	0.41	2.48E-4	0	0	1	0	1	0	1	0	0.97	0.03	0	0	0	0.97	0.03	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1.65E-154	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
169	1	BESCHELDE_VL	1	1	1	0.02	0.12	0.22	0.28	0.36	0.36	0.64	0.39	0.61	0.4	0.6	0.19	0.23	0.16	0.16	0.25	0.5	0.22	0.21	0.06	2.28E-3	0.49	0.04	0.2	0.17	0.1	0.58	0.42	0.59	0.41	0.93	0.07	0.93	0.07	0.72	0.28	0.72	0.28	0.41	0.09	0.1	0.15	0.25	0.67	0.22	0.1	7.13E-3	5.14E-3	0.95	0.04	0.01	4.72E-4	0	0.98	0.02	8.01E-4	0	0	1	0	0	0	0	0.58	0.15	0.21	0.06	2.28E-3	1	1.76E-4	0	0	0	1	0	0	0	0	1	0	0	0	0	0.99	6.53E-3	3.84E-5	0	0	1	0	0	0	0	1	2.23E-3	1.95E-5	0	0	0.99	8.17E-3	2.06E-5	0	0	1	2.04E-3	3.25E-5	0	0	0.49	0.04	0.2	0.17	0.1	0.6	0.4	0.99	0.01	1	4.72E-4	1	0	1	0	0.93	0.07	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.72	0.28
170	2	BESCHELDE_VL	1	1	1	0.04	0.2	0.27	0.25	0.25	0.5	0.5	0.53	0.47	0.54	0.46	0.27	0.25	0.15	0.14	0.19	0.6	0.2	0.16	0.04	1.7E-3	0.57	0.05	0.21	0.12	0.05	0.67	0.33	0.68	0.32	0.96	0.04	0.96	0.04	0.83	0.17	0.83	0.17	0.48	0.11	0.1	0.13	0.19	0.76	0.16	0.07	6.05E-3	4.52E-3	0.96	0.03	9.39E-3	4.34E-4	0	0.98	0.02	8.01E-4	0	0	1	0	0	0	0	0.67	0.13	0.15	0.04	1.7E-3	1	9.21E-5	0	0	0	1	0	0	0	0	1	0	0	0	0	1	4.68E-3	4.32E-5	0	0	1	0	0	0	0	1	1.29E-3	7.93E-6	0	0	0.99	5.34E-3	1.62E-5	0	0	1	1.55E-3	1.53E-5	0	0	0.57	0.05	0.21	0.12	0.05	0.69	0.31	0.99	0.01	1	4.34E-4	1	0	1	0	0.96	0.04	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.83	0.17
171	3	BESCHELDE_VL	1	1	1	0.02	0.15	0.22	0.26	0.35	0.4	0.6	0.42	0.58	0.43	0.57	0.18	0.29	0.19	0.12	0.22	0.5	0.21	0.18	0.1	0.01	0.55	0.03	0.13	0.16	0.13	0.66	0.34	0.67	0.33	0.89	0.11	0.89	0.11	0.71	0.29	0.71	0.29	0.42	0.18	0.1	0.1	0.21	0.7	0.17	0.11	0.02	0.01	0.91	0.06	0.02	2.25E-3	0	0.95	0.04	6.47E-3	0	0	1	0	0	0	0	0.62	0.11	0.17	0.1	0.01	1	6.86E-4	0	0	0	1	0	0	0	0	1	0	0	0	0	0.97	0.03	1.59E-3	0	0	1	0	0	0	0	0.98	0.02	2.45E-3	0	0	0.97	0.03	7.31E-4	0	0	0.99	5.85E-3	1.05E-4	0	0	0.56	0.03	0.13	0.16	0.13	0.7	0.3	0.97	0.03	1	2.25E-3	1	0	1	0	0.89	0.11	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.71	0.29
172	4	BESCHELDE_VL	1	1	1	6.26E-3	0.07	0.13	0.23	0.57	0.21	0.79	0.22	0.78	0.23	0.77	0.12	0.2	0.15	0.14	0.39	0.34	0.24	0.23	0.16	0.02	0.45	0.03	0.12	0.2	0.21	0.47	0.53	0.47	0.53	0.81	0.19	0.81	0.19	0.59	0.41	0.59	0.41	0.39	0.07	0.04	0.12	0.38	0.56	0.21	0.17	0.03	0.02	0.84	0.11	0.04	5.65E-3	0	0.92	0.07	0.01	0	0	1	0	0	0	0	0.5	0.11	0.21	0.16	0.02	1	2.84E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.93	0.07	4.87E-3	0	0	1	0	0	0	0	0.98	0.02	5.13E-4	0	0	0.93	0.07	1.84E-3	0	0	0.98	0.02	5.76E-4	0	0	0.45	0.02	0.12	0.2	0.21	0.5	0.5	0.95	0.05	0.99	5.65E-3	1	0	1	0	0.81	0.19	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.59	0.41
173	5	BESCHELDE_VL	1	1	1	0.02	0.13	0.19	0.24	0.42	0.33	0.67	0.36	0.64	0.36	0.64	0.19	0.22	0.16	0.14	0.3	0.44	0.26	0.18	0.1	0.02	0.52	0.05	0.15	0.16	0.13	0.57	0.43	0.58	0.42	0.88	0.12	0.88	0.12	0.72	0.28	0.72	0.28	0.46	0.08	0.06	0.11	0.28	0.68	0.16	0.11	0.02	0.02	0.87	0.08	0.04	7.78E-3	0	0.94	0.05	0.01	0	0	1	0	0	0	0	0.6	0.11	0.16	0.1	0.02	1	4.83E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.94	0.05	6.2E-3	0	0	1	0	0	0	0	0.97	0.02	1.16E-3	0	0	0.94	0.06	4.41E-3	0	0	0.98	0.02	1.16E-3	0	0	0.54	0.03	0.15	0.16	0.13	0.61	0.39	0.96	0.04	0.99	7.78E-3	1	0	1	0	0.88	0.12	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.72	0.28
174	6	BESCHELDE_VL	1	1	1	0.01	0.1	0.16	0.23	0.49	0.28	0.72	0.3	0.7	0.3	0.7	0.17	0.21	0.16	0.13	0.33	0.39	0.26	0.19	0.13	0.03	0.51	0.04	0.11	0.16	0.18	0.54	0.46	0.55	0.45	0.84	0.16	0.84	0.16	0.66	0.34	0.66	0.34	0.46	0.07	0.06	0.1	0.31	0.64	0.17	0.14	0.03	0.03	0.85	0.1	0.04	0.01	0	0.91	0.06	0.02	0	0	1	0	0	0	0	0.58	0.1	0.16	0.13	0.03	0.99	5.89E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.92	0.07	0.01	0	0	1	0	0	0	0	0.97	0.03	1.6E-3	0	0	0.91	0.08	6.9E-3	0	0	0.97	0.02	9.31E-4	0	0	0.53	0.02	0.11	0.16	0.18	0.59	0.41	0.94	0.06	0.99	0.01	1	0	1	0	0.84	0.16	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.66	0.34
175	7	BESCHELDE_VL	1	1	1	4.16E-3	0.05	0.12	0.2	0.62	0.18	0.82	0.19	0.81	0.2	0.8	0.11	0.17	0.16	0.14	0.43	0.26	0.28	0.23	0.18	0.05	0.42	0.05	0.11	0.17	0.25	0.43	0.57	0.44	0.56	0.77	0.23	0.78	0.22	0.58	0.42	0.58	0.42	0.39	0.06	0.04	0.11	0.4	0.55	0.19	0.18	0.04	0.04	0.79	0.13	0.06	0.02	0	0.88	0.09	0.03	0	0	1	0	0	0	0	0.49	0.1	0.19	0.17	0.05	0.99	0.01	0	0	0	1	0	0	0	0	1	0	0	0	0	0.86	0.12	0.02	0	0	1	0	0	0	0	0.94	0.06	4.48E-3	0	0	0.85	0.13	0.02	0	0	0.94	0.05	4.25E-3	0	0	0.45	0.02	0.11	0.17	0.25	0.49	0.51	0.92	0.08	0.98	0.02	1	0	1	0	0.78	0.22	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.58	0.42
